State,District,Latitude,Longitude,Population,Male Literate,Female Literate,Scheduled Castes,Male Scheduled Castes,Female Scheduled Castes,Scheduled Tribes,Male Scheduled Tribes,Female Scheduled Tribes ,Workers,Male Workers,Female Workers,Main Workers,Marginal Workers,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other_Workers,Total Hindus,Total Muslims,Total Christians,Total Sikhs ,Total Buddhists,Total Jains,Others Religions,Religion Not Stated,LPG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Rural Households,Urban Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduation,Other Education,Households with Bicycle,Households with Car Jeep Van,Households with Radio Transistor,"Households with Scooter,Motorcycle,Moped","Households with Telephone,Mobile,Phone and Landline only","Households with Telephone,MobilePhone and Mobile only","Households with TV,Computer,Laptop,Telephone,mobile,phone and ScooterCar",Households with Television,"Households with Telephone,Mobile and Phone","Households with Telephone,Mobile and Phone",Total Religion,Literacy Rate,Sex Ratio
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,760083,167639,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,8384,58890,326594,4987,36571,396449,131041,527490,246391,430477,143199,182756,129109,96990,24569,161995,11722,55653,67663,21320,247885,9673,164015,284523,15318,2168947,100.0,96.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,480229,85545,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168,74534,238505,4510,18727,311660,80766,392426,114570,257550,160083,177585,96470,72420,12631,76379,15446,51203,59192,38308,123117,6865,169969,196527,35102,1136793,100.0,101.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,667479,189108,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,2665,60522,307257,5711,28897,349704,97644,447348,188329,332648,196470,217567,132435,75262,22078,102607,7425,50130,55959,18143,168893,6484,174344,206637,19601,1656791,100.0,97.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,705099,170108,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176,100812,372671,7320,39416,354680,176011,530691,242130,446793,206686,269748,154781,123863,32375,146389,15449,44415,90291,23773,239519,15464,256051,284572,21280,1938321,100.0,97.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,690948,93885,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,7436,140584,347962,15013,49585,199707,283397,483104,252596,383041,185530,227113,143453,137768,34302,111313,21127,77142,91208,24241,211479,27168,233604,266330,30610,1839587,100.0,97.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,423451,72271,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,3346,31959,198064,3373,15625,180066,111906,291972,121615,244640,112703,105150,63816,42053,12822,73191,5205,29345,30957,10794,108418,4457,104708,128416,9204,1061224,100.0,98.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,844237,242791,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233,77334,404767,9752,52483,400704,199303,600007,177860,579057,270622,290570,153746,104256,20492,118463,12872,59889,73797,29585,261706,16365,222126,307848,16557,2548093,100.0,97.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,752387,151193,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250,90599,400702,4851,23444,496103,132878,628981,182255,354480,232531,292369,147837,103152,27774,138247,14979,94906,97603,40596,239448,9263,272295,307439,27395,1773171,100.0,101.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,601951,128115,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,4434,41517,295937,2456,17819,315076,98488,413564,240925,430529,201965,158442,84357,55310,16830,117943,5681,35550,47577,12071,173044,4509,155076,194815,9700,1593234,100.0,95.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,258753,20185,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,394,40958,113931,3308,10758,181182,31792,212974,51287,111562,75291,86232,54939,43225,8251,20075,16963,65260,22161,21188,58144,4548,83016,104109,24777,554125,100.0,102.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,584590,133282,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,1386,72407,309494,5051,27235,326567,151042,477609,138015,289841,228422,225498,107929,71422,17961,127046,9208,55405,85198,23838,177116,10291,209698,223139,22185,1535015,100.0,98.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,468785,340300,258608,129341,129267,164271,82761,81510,654766,387974,266792,508089,146677,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,2305,31673,223166,2135,15263,272968,64681,337649,222140,357098,127605,113028,72243,43967,10431,97577,6211,27892,45100,8929,148202,4246,113995,166636,9505,1387615,100.0,99.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,714901,156507,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,2430,80452,391033,3367,20265,458867,103435,562302,145178,309476,226552,308624,157839,102838,19987,192330,8188,103964,96273,28508,221352,6547,236020,265094,15234,1803339,100.0,100.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,1082108,232160,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,6871,273706,640868,28397,80086,540596,380386,920982,207091,537686,404565,452412,222230,212541,26834,252546,40420,183684,211066,37642,396142,49016,441131,472605,38821,2994256,100.0,99.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,577213,402556,400933,200359,200574,367071,182101,184970,903413,530373,373040,725985,177428,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,5346,51443,314547,5200,33903,330446,125402,455848,147743,385673,163709,153346,82082,50463,14622,120959,11104,43144,70603,18739,211894,8915,162411,242634,12001,1923466,100.0,100.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,652789,127809,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,2023,128087,363835,8791,35207,352444,201662,554106,191641,385978,292481,251095,132138,111753,18036,165796,20781,65755,111532,30873,234606,16632,259899,299155,33676,1750730,100.0,100.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,1078431,276215,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,4223,116539,562769,7971,41751,685443,204799,890242,270373,500593,386998,423738,213588,143735,30687,276586,14929,132572,137806,53802,285439,16675,321848,372910,33669,2674757,100.0,98.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,459446,53795,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,522,83810,224814,9070,24817,269817,115572,385389,142493,286193,176260,178094,109663,107279,18444,79637,21349,78521,65169,23229,145571,13822,173033,220948,52148,1176839,100.0,109.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,596387,208084,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,6942,274392,507913,28842,71593,331419,392117,723536,133039,334339,418953,573306,274789,198858,58096,229196,42404,127759,144891,77782,237117,41112,425707,466736,151837,2120847,100.0,110.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,1061388,187955,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,6564,499291,771287,88737,184167,369694,804997,1174691,212263,446380,554817,702511,389793,429880,113133,250078,135307,269428,322394,68129,386537,132533,696129,741106,286440,3275824,100.0,103.0
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,415947,100416,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,2690,54626,244844,8250,24863,391610,20823,412433,79149,166604,209398,261237,136428,86136,19252,19378,21976,67489,35855,20807,154910,11163,207519,247060,71343,1106284,100.0,101.0
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945,115356,511167,32653,83940,306288,566191,872479,204713,487016,491844,540383,308670,217203,40277,66300,44108,239332,76530,62097,247886,34105,423337,503214,193231,2517058,100.0,114.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226,74092,237670,10378,32484,251641,166164,417805,115476,268084,230416,238900,122657,76192,16585,27736,19438,75335,34267,32813,110808,12210,179664,239445,95824,1305149,100.0,108.0
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480,263148,630767,31542,83133,523715,401415,925130,172247,406592,562529,595191,307950,233402,64052,157906,58867,124857,144080,98910,278359,42989,525754,569631,192362,2628895,100.0,111.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636,187213,464039,37849,83999,481967,196194,678161,117681,271496,373998,475724,280720,221350,52339,76041,73096,117604,122177,57483,191404,50903,406922,451226,202339,1969915,100.0,104.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967,145558,641660,36791,107602,323793,666543,990336,247996,564392,647221,630818,351267,250117,53166,94227,54277,228436,149330,99037,294411,51258,490719,632201,238753,3079326,100.0,110.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225,139994,730119,27909,119918,634543,522586,1157129,415601,770417,814285,933793,392867,203779,41344,96908,59145,207137,138096,77464,424435,43503,485406,720497,218598,4106695,100.0,110.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685,178386,587583,27162,69440,665899,228442,894341,249198,492864,608176,572412,232109,180540,36370,101999,43458,165350,145549,44746,352106,36289,447169,533223,136371,2804249,100.0,107.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019,343590,783872,71621,155321,559293,609824,1169117,206328,460690,642470,682156,389161,381782,76129,136964,96456,264663,220675,92401,400748,94612,658734,697741,204592,3279408,100.0,109.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251,338350,721625,56148,132774,336748,715119,1051867,222627,445696,524387,821831,362657,338600,71535,248933,84016,262620,220583,99998,318301,79552,616644,671105,252806,3114949,100.0,111.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866,23028,149864,4712,15944,266183,11805,277988,65326,144896,137227,184266,87042,51111,8786,15359,13027,48187,22721,16555,91600,6438,109972,155220,47065,815554,100.0,103.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,749237,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,227040,119431,402766,115448,130376,7051,93596,686524,21473,2132,606,86,1653,35434,1329,23388,81338,1290,7266,147388,60325,207713,113208,115716,93450,58536,42743,31646,3066,84977,2895,27223,29063,2908,51002,3062,41067,57032,3122,747908,100.0,98.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,845071,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,241288,73982,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,1033,15886,84720,619,6016,169606,37135,206741,148647,117053,62802,51499,29551,22791,3466,43637,2373,20551,23638,2816,75605,1332,42898,81251,2830,844038,100.0,90.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,1701698,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,530506,362508,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,2423,27283,277927,1712,13306,400074,70793,470867,290699,312640,235251,168635,126308,74213,7414,252422,4045,53640,46168,7640,85942,4072,82475,100910,7328,1699275,100.0,102.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,1385881,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,525791,128106,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,494,30115,181139,1158,8516,250358,48912,299270,157337,137116,74067,59100,42649,30754,2581,51163,3102,18097,31152,3163,63051,2713,48847,70169,3955,1385387,0.0,98.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,1575362,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,511287,275693,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,1220,45270,230974,2109,13755,318945,87704,406649,239114,232532,176325,140402,105696,82761,5876,114524,5740,40590,59230,11017,98857,5615,94586,121106,11232,1574142,100.0,97.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,422111,98657,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,3571,32268,107819,1166,14368,271211,88385,359596,202629,261162,199044,140743,96011,50222,8059,165675,4463,44068,46137,5223,169384,2276,75539,177168,2561,1699434,100.0,84.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,2371061,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,706036,161421,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,7572,281442,452912,40788,94729,118893,581826,700719,229082,303171,287198,211371,178165,266618,30845,159808,60383,128211,213130,26655,281718,73852,339750,353909,45536,2363489,100.0,92.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,757847,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,274900,53439,429508,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,99,342,40478,112420,986,5058,115979,62861,178840,107547,119468,69765,57058,42618,28237,4761,37369,2142,11224,22453,2568,48291,2394,58527,55999,5140,757505,100.0,95.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,553862,197935,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,1397,36506,176056,1880,15567,375869,95048,470917,270951,236054,160310,112961,77787,59704,7837,197839,6206,65630,48339,5312,169223,4684,82967,180063,5528,1760978,100.0,88.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,2090922,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,673845,284139,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,1087,73284,344875,3588,20034,413142,140802,553944,284113,336391,225747,215098,167946,112383,12141,158956,8235,64121,75332,12765,123094,8969,138316,150476,14617,2089835,100.0,96.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,389993,184602,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,1850,23270,187731,1432,10504,303387,66514,369901,197917,217296,150040,95032,64414,41158,5260,116361,3031,45871,28333,5284,95511,2473,66044,104780,3985,1262369,100.0,91.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,247229,73931,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,1019,17555,97696,616,5251,160453,43401,203854,132176,131372,88949,73398,48978,34853,4262,65191,2897,22895,25575,2856,83971,1382,55966,89056,2229,785735,100.0,87.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,1563715,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,528526,214150,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,1229,59521,270457,3518,16523,274995,101014,376009,242508,225380,149522,125772,94403,55383,4991,117794,9017,35470,77281,8237,149660,7862,124826,168269,10372,1562486,100.0,94.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,2185793,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,783019,244955,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,1889,75637,349639,2388,18626,412348,103364,515712,262090,244058,164576,134279,99882,66721,6543,114497,8080,31650,85477,7096,166280,5900,123750,183741,10365,2183904,0.0,96.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,704524,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,250137,139788,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,3101,4576,62372,554,6447,218021,9774,227795,103002,113875,84065,49277,31104,15179,1674,26743,1291,25563,7979,1759,22759,754,13765,25956,1438,701423,100.0,100.0
